content,score,at,app
Masa ngga ada cs nya,1,2025-08-05 08:40:27,Lazada
awesome,5,2025-08-05 08:13:09,Lazada
good,5,2025-08-05 08:02:37,Lazada
LAZBON sangat buruk. Cara penagihan sangat kasar.,1,2025-08-05 07:41:29,Lazada
excellent 👌👍,5,2025-08-05 07:41:15,Lazada
"bertahun-tahun belanja disini, tapi semenjak subsidi ongkir dibatasi jadi jarang belanja disini lagi, karena walau harganya murah tapi biaya ongkirnya bisa melebihi prediksi bmkg. lebih nyaman pake aplikasi sebelah, yang walaupun sedikit lebih mahal tapi subsidi ongkirnya banyak.",2,2025-08-05 07:36:33,Lazada
thank you lazada,5,2025-08-05 07:34:58,Lazada
sana maganda,5,2025-08-05 07:23:57,Lazada
Fast deliver and quality products,5,2025-08-05 07:23:47,Lazada
please fix your app! it autoselects other items in the cart even if i hadn't selected them to checkout! i had to reinstall the app to fix it!,1,2025-08-05 06:47:58,Lazada
Good,5,2025-08-05 06:46:23,Lazada
nice online platforms,5,2025-08-05 06:43:51,Lazada
nice lazada,5,2025-08-05 06:36:19,Lazada
good,5,2025-08-05 06:04:14,Lazada
past delivery,3,2025-08-05 06:03:45,Lazada
I feel good.,1,2025-08-05 05:27:52,Lazada
mudah cara memesan,5,2025-08-05 05:17:20,Lazada
Ongkir semakin mahal!!!,3,2025-08-05 05:05:34,Lazada
"one of the best shopping app, but still need eye to prevent scammed.",5,2025-08-05 05:01:44,Lazada
Easy to use,5,2025-08-05 04:50:08,Lazada
why no more free shipping for no limit amountt?need to buy RM30 up for free shipping??,3,2025-08-05 04:12:27,Lazada
I love lazada na,5,2025-08-05 04:12:24,Lazada
"Add shortcut to exit + adding into my homescreen & rate this apps includes my Account are public ,,,,,thanks..googles.",5,2025-08-05 03:54:24,Lazada
maganda at okie gamitin,5,2025-08-05 03:00:47,Lazada
good job 👏 👍,5,2025-08-05 02:55:37,Lazada
ok,5,2025-08-05 02:54:04,Lazada
good,5,2025-08-05 02:53:21,Lazada
excelent,5,2025-08-05 02:51:16,Lazada
"no words ...but one and only the ""BEST""",5,2025-08-05 02:47:56,Lazada
Very nice app,5,2025-08-05 02:45:34,Lazada
The best prices on the product you'll find here . the best shopping app,5,2025-08-05 02:41:42,Lazada
it's very affordable,5,2025-08-05 02:18:52,Lazada
good,5,2025-08-05 02:15:06,Lazada
Very nice and good,5,2025-08-05 02:06:23,Lazada
good,5,2025-08-05 02:06:05,Lazada
You're not buying wih a good price. Still expensive.,1,2025-08-05 01:38:58,Lazada
"This app is good, unlike other online shop. Ang daming free lazpoint para ss Lazreward. Naenjoy mo na maglaro may points pa. diko lang gets kung paano ginagamit mga gems from gogomatch and crack egg.😂",5,2025-08-05 00:54:30,Lazada
I love shopping online at Lazda..,5,2025-08-05 00:46:24,Lazada
very good,5,2025-08-05 00:00:52,Lazada
Like,5,2025-08-04 23:26:01,Lazada
This is my fourth order. all shipments on time. items received with no damage,5,2025-08-04 23:01:45,Lazada
fast shipping and protected shipping,5,2025-08-04 22:46:56,Lazada
"masih jadi pilihan belanja karena bisa bayar pake dana, cuman harga masih suka lebih tinggi dari platform lain",4,2025-08-04 22:44:41,Lazada
Not showing accurate price of the products unless i click buy now. Stores always show the lowest product price but when i click the product i intend to buy that's when the real price shows up. Very misleading its not yet fixed since then.,1,2025-08-04 22:32:25,Lazada
Mahal ang shipping fee lalo pag mindanao area,2,2025-08-04 21:28:05,Lazada
greate but a lot of scammers,4,2025-08-04 19:56:55,Lazada
very good 😊,5,2025-08-04 18:19:30,Lazada
Much better if we users can use lazpaylater purchasing via qr code in different actual stores not only in purchasing lazada items. Like shoppee they can scan qr code to pay on stores by using shoppee pay later,5,2025-08-04 18:07:18,Lazada
good online shopping🙂👍👍👍👍,5,2025-08-04 17:57:30,Lazada
good,5,2025-08-04 17:47:34,Lazada
"Filter only displays mobile phones related stuff, making it completely unusable when searching for anything that isn't that.",1,2025-08-04 17:33:15,Lazada
plz protect my order,5,2025-08-04 17:13:38,Lazada
sana legit LAHAT ng order ko,5,2025-08-04 16:52:49,Lazada
really really Lazada so much hope for more voucher and goods product!💋✨,5,2025-08-04 16:35:15,Lazada
nice 👍,5,2025-08-04 16:22:52,Lazada
💯💯💯,5,2025-08-04 16:17:31,Lazada
"kung me paaralan amg pang iiscam, lazada na yun",1,2025-08-04 16:06:19,Lazada
low price and worth it na,5,2025-08-04 14:50:46,Lazada
trusted na Po,5,2025-08-04 14:44:31,Lazada
my order got cancelled just because I am a new user after I payed out of nowhere . never happened with shoppe or Shein .first impression and it's terrible 👎👎,1,2025-08-04 14:17:12,Lazada
Legit and speak,5,2025-08-04 14:17:05,Lazada
I love order so Good 💯💯,5,2025-08-04 13:56:25,Lazada
fast delivery and always well packed 🫰,5,2025-08-04 13:48:47,Lazada
best online store,5,2025-08-04 13:37:53,Lazada
andito sa lazada ang hinahanap ko,5,2025-08-04 13:23:13,Lazada
great,5,2025-08-04 13:16:40,Lazada
sobrang Ganda pangalawang kuha konapo ito,5,2025-08-04 12:37:44,Lazada
thankyou lazada 🥰,5,2025-08-04 12:28:38,Lazada
too long and slow delivery,2,2025-08-04 12:27:32,Lazada
100 %,5,2025-08-04 12:26:52,Lazada
nice apps,5,2025-08-04 11:49:59,Lazada
Nice can trust this app really good....,5,2025-08-04 11:42:16,Lazada
I agree,5,2025-08-04 11:34:52,Lazada
"purchased items in games, merge boss,gogomatch but never get the bonus. got conned by lazada. Will switch to shoppers instead. also, lots of fake products. you can see scamers cloning other reputable shops and selling products at only 1/10 of the cost. be careful of where you spent your money.",1,2025-08-04 11:32:45,Lazada
all goods,5,2025-08-04 11:28:55,Lazada
super. Ganda,5,2025-08-04 11:16:47,Lazada
good,5,2025-08-04 11:10:12,Lazada
great,5,2025-08-04 11:04:12,Lazada
"Worst customer service! Do I really need to have a landline for their customer service? Their cx service in chat is an AI. Couldn't even solve my problem. The item that i've reported to the seller because i received a different item is discontinued. Really lazada? check my recent purchases, i've ordered A LOT then this thing happened. i am very disappointed with you guys. do better lazada. do better.",1,2025-08-04 10:48:44,Lazada
good,5,2025-08-04 10:36:40,Lazada
account lock for no reason lol your app's suck,1,2025-08-04 09:56:38,Lazada
so good,5,2025-08-04 09:50:43,Lazada
good app,5,2025-08-04 08:53:22,Lazada
best shopping experience ever,5,2025-08-04 08:45:54,Lazada
Veryyyy Convenient and Satisfied here at Lazada,5,2025-08-04 08:35:16,Lazada
leget thank you lazada,5,2025-08-04 08:12:30,Lazada
"I will have more items to buy Lazada pay later,until now I wanna see that my account because I have credit I want to pay it until finish my limit for 3months pls one mobile number I have there reject me about my mobile number",5,2025-08-04 08:03:17,Lazada
ok,5,2025-08-04 07:57:15,Lazada
I hope all my order are good quality and safe to recieved,5,2025-08-04 07:36:48,Lazada
I am satisfied,5,2025-08-04 07:30:21,Lazada
Hindi ako makapag place order na app nito,5,2025-08-04 07:20:07,Lazada
best,5,2025-08-04 07:16:24,Lazada
Good item,4,2025-08-04 06:34:01,Lazada
let's check if totoo 'yung sa first order ta's mura ang product,5,2025-08-04 06:30:55,Lazada
very good 👍 👏 👌,5,2025-08-04 06:19:38,Lazada
ok sa all right,5,2025-08-04 05:54:57,Lazada
good,5,2025-08-04 05:49:01,Lazada
"awesome 👍 , there's a lot of chances the services are improved",5,2025-08-04 05:37:31,Lazada
Hi Lazada please delivery my order on time and keep safe Thank You,5,2025-08-04 05:30:48,Lazada
"This app does not work properly anymore. It is bugged all the time, well done Lazada.",2,2025-08-04 05:25:42,Lazada
Easy transaction,5,2025-08-04 04:49:33,Lazada
bodoh,1,2025-08-04 04:36:05,Lazada
nice 👍👍👍👍,5,2025-08-04 04:31:39,Lazada
great,5,2025-08-04 03:50:22,Lazada
the best online shop,5,2025-08-04 03:26:53,Lazada
Excellent app.,5,2025-08-04 03:26:37,Lazada
"Meycauayan Sorting Facility is really fishy. 2 weeks stuck on the facility and it still did not move. Ordered a high value parcel. UPDATE. STILL DID NOT MAKE IT. THE RIDER SAID HE CANNOT DELIVER BECAUSE IT IS TOO FAR. 3 DAYS AFTER, STILL DID NOT DELIVER.",1,2025-08-04 03:13:51,Lazada
wonderful app,5,2025-08-04 03:12:14,Lazada
"Lazada encouraged buyers to spend more to earn LazRewards, pushing us to meet certain goals with the promise of perks. But when I finally accumulated a significant amount of LazRewards, they suddenly restricted my account. I was no longer able to use any vouchers or discounts — unless I chose not to use my LazRewards at all. Then they claimed it was due to ""abuse"" of voucher use. I just follow their system, then it becomes my fault",3,2025-08-04 03:02:27,Lazada
ok,5,2025-08-04 02:23:58,Lazada
thank you,1,2025-08-04 01:01:03,Lazada
good job,5,2025-08-04 00:47:49,Lazada
very good,5,2025-08-04 00:21:33,Lazada
MY DELIVERY PROMISE DATE NOT MET! AND CUSTOMER SERVICE CANT DO ANYTHING ABOUT IT...,1,2025-08-03 23:55:53,Lazada
"fastest and safe delivery po ang Lazada, thanks po God bless 😇🙏💖",5,2025-08-03 23:48:14,Lazada
daming bugs na nakakalusot sa QA niyo. tinetest ba nila ng ayos bago ilabas sa prod?,1,2025-08-03 23:16:38,Lazada
good in loyalty in fast deliver,5,2025-08-03 23:05:52,Lazada
Good,5,2025-08-03 22:31:34,Lazada
What is going on with your ads they are nausea inducing. Great way to make people not watch your advertisement.,2,2025-08-03 22:28:32,Lazada
time and date of delivery needs to be disclosed.,3,2025-08-03 22:18:59,Lazada
excellent,5,2025-08-03 21:23:44,Lazada
I'm loving the app so far there is now issues about the system,5,2025-08-03 20:06:14,Lazada
very good,5,2025-08-03 18:47:15,Lazada
ok,5,2025-08-03 18:46:44,Lazada
very convenient shopping easy to use.,5,2025-08-03 17:38:01,Lazada
Nice app,5,2025-08-03 17:21:14,Lazada
nice,5,2025-08-03 16:44:21,Lazada
"hoàn tiền bằng voucher thay vì cho phép rút về bank, rồi có áp dụng được chung với voucher khác đâu. coi như bắt buộc phải mua ko giảm giá, còn không thì mất tiền? rồi ai dám mua nữa. support thì toàn chat bot, thôi nghỉ bán đi",1,2025-08-03 16:29:50,Lazada
"a ""new Lazada"" appearance recently more enjoyable to shopping than ""older version"".",4,2025-08-03 15:49:39,Lazada
very good,5,2025-08-03 15:43:28,Lazada
"Hello, there's a problem in your app because it's the second time that there's a parcel that's been delivered for me even though I didn't order it, please fix it because my money is being wasted because of that bug. Thank you if you reply.",1,2025-08-03 15:34:53,Lazada
worst app ever tried...... 😤😤,1,2025-08-03 15:29:55,Lazada
nice,5,2025-08-03 15:26:38,Lazada
"mostly scammers and freaks on this app. I met a seller who was relentless about some cameras, he tried to scam me out of my money and Lazada didn't help if not after many many days. also, withdrawing my money from their wallet was almost impossible, they kept saying I am not me, asked a bunch of documents and kept refusing even after that. I had to threaten a lawsuit. Better download Shopee, same stuff cheaper prices, better helpdesk. bring your farang money to shopee",1,2025-08-03 15:20:00,Lazada
love,5,2025-08-03 15:16:22,Lazada
good,5,2025-08-03 15:13:08,Lazada
nice,5,2025-08-03 14:53:51,Lazada
great shop,5,2025-08-03 14:07:42,Lazada
Why is my account locked even though I haven't use it for years?,1,2025-08-03 13:47:55,Lazada
Best app I Hate cause the ang mahal ng mga bilihin jusko I delete niyo na tong app Nato Tas manahimik na kayo,1,2025-08-03 13:46:03,Lazada
goof,5,2025-08-03 13:45:54,Lazada
Good product,5,2025-08-03 13:45:52,Lazada
"I am furious and extremely disappointed with Lazada and seller Kordel’s! Seller sent me Bio-Oil Skincare 200ml manufactured in Feb 2023 – 2.5 years ago! They claim it lasts till 2028 (5 years!) SERIOUSLY?? yet no manufacturing or expiry date stated for buyers to decide. Lazada and seller rejected my dispute, saying “not expired, still can use.” I paid for fresh quality, not old stock! This is NOT a clearance sale, and Lazada is protecting a dishonest seller who dumps old inventory on customers.",1,2025-08-03 12:57:57,Lazada
ok,5,2025-08-03 12:53:23,Lazada
"overall a very flimsy app, you want us to help other buyer by allowing us to answer questions posted, but the setup is so wonky, when you type, the box is set at the bottom of the screen and your keyboard would totally block the view of what you are typing, not to mention still no foldable support, whole app resolution goes to giant land once you use the internal screen, causing some buttons not showing on screen, seriously prefer lazada over shopee, but reviewing the decision coz of these issue",1,2025-08-03 12:52:37,Lazada
ดีมาก สะดวกสบาย,5,2025-08-03 12:44:16,Lazada
pakiiangatan order ko salmt po,5,2025-08-03 12:33:33,Lazada
very good,5,2025-08-03 12:32:03,Lazada
good👍,4,2025-08-03 11:28:37,Lazada
"Gusto ko ang Store na ito, maayos at sinasagot agad lahat ng mga katanungan na nais mong itanong.. Umaasa lang din ako na sana legit din yung item na ibibigay nio po. para maging masaya po ang lahat.. At hangad ko din po ang paglago ng inyong bussiness..",5,2025-08-03 11:23:07,Lazada
easy to shop and have instalment,5,2025-08-03 11:18:32,Lazada
very good 👍,5,2025-08-03 10:56:00,Lazada
there are scammers in this app ban the scammers in this app,3,2025-08-03 10:05:03,Lazada
"5 am it says that the order is on the way, but it still isn't here. It might even take another day because its already past the delivery hours",1,2025-08-03 09:49:00,Lazada
very nice,5,2025-08-03 09:45:40,Lazada
I'm happy to all orders of lazada,5,2025-08-03 09:25:05,Lazada
Legit po lahat ng item thank you lazada,1,2025-08-03 09:18:07,Lazada
"Easy app, lots of choice, super fast delivery (less then 24hrs) Ideal, in Thailand.",5,2025-08-03 09:14:24,Lazada
Did not experience any difficulty in ordering. Highly recommended online store.,5,2025-08-03 08:21:18,Lazada
cannot claim lazada voucher,1,2025-08-03 07:55:01,Lazada
bravo,5,2025-08-03 07:52:44,Lazada
susah login,1,2025-08-03 07:51:21,Lazada
Good,3,2025-08-03 07:48:05,Lazada
greatful 👍,5,2025-08-03 07:46:46,Lazada
good,5,2025-08-03 07:36:55,Lazada
I am very disappointed with how Lazada handles scams. What's worse is how it seems these scammer shops already have people inside Lazada. I uninstalled Lazada just now. Thank you for the past years of service but Lazada's situation now has gotten worse and scary.,1,2025-08-03 07:30:57,Lazada
nice,5,2025-08-03 07:20:59,Lazada
very nice delivered any orders,5,2025-08-03 07:18:58,Lazada
trash ads that always auto click to this page and force me to see it even if the ads not even show up in my view screen,1,2025-08-03 07:15:40,Lazada
good,5,2025-08-03 07:11:44,Lazada
👍,5,2025-08-03 07:10:12,Lazada
good,5,2025-08-03 07:08:30,Lazada
legit,5,2025-08-03 07:08:19,Lazada
ช้อปถูก,5,2025-08-03 06:57:10,Lazada
super thanks,5,2025-08-03 06:51:58,Lazada
really good,1,2025-08-03 06:36:41,Lazada
genuine,5,2025-08-03 06:34:10,Lazada
good service,5,2025-08-03 06:25:23,Lazada
my favorite shopping platform for games and purchases,5,2025-08-03 06:01:09,Lazada
အမျိုးသားကလည်း ဘေးတွဲမောင်းခဲ့တာ၊ သူဆုံးပါးသွားပြီးနောက်ပိုင်း ကလေးတွေရဲ့ စားဝတ်နေရေးအတွက် အစ်မကိုယ်တိုင် ဘေးတွဲထွက်မောင်းနေခဲ့တာပေ့ါ။ တချို့ကျတော့လည်း သနားလို့ စီးကြပေမယ့် တချို့ကျတော့ ကလေးတစ်ဖက်နဲ့ဆိုတော့ မစီးရဲကြဘူးလို့ ဆိုကာ ရင်ဖွင့်လာတဲ့ မိသားစုအတွက် ရုန်းကန်နေရတဲ့ မိခင် #realdiaries #celenews #mynamrcelenews,5,2025-08-03 05:54:07,Lazada
Why it doesn't work on desktop. I'm so pissed.,1,2025-08-03 05:48:54,Lazada
their delivery time is so slow like the pen i ordered pilot RT10 it took 5 days just to deliver also they dont deliver at sundays unlike shoppee they still deliver at sundays plus where did the tracking my order go? i cant track my orders anymore unlike shoppee. Hope they fix it,2,2025-08-03 05:42:06,Lazada
